#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970675,Port:1,0,1730983377,918750577,Enabled,0.378179,-0.0811566,-0.921721,-0.0287198,242.231,-84.6957,-1781.67,0.378096,4,OK,242.24,-84.762,-1781.7,OK,218.86,-51.4413,-1811.01,OK,181.379,-75.1097,-1844.22,OK,206.392,-123.592,-1810.33,,1614970675,Port:2,0,1730983377,918750577,Enabled,0.380012,-0.0551244,-0.0126792,-0.923251,250.704,142.846,-1833.93,0.164477,3,OK,250.627,142.774,-1833.92,OK,290.966,174.111,-1839.72,OK,295.147,97.7752,-1835.09,,1614970675,Port:65535,0,1730983377,918750577,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970678,Port:1,0,1730983377,968750577,Enabled,0.377969,-0.0809832,-0.921819,-0.0288334,242.22,-84.6965,-1781.67,0.375682,4,OK,242.231,-84.7586,-1781.68,OK,218.866,-51.4478,-1811.02,OK,181.381,-75.105,-1844.25,OK,206.41,-123.589,-1810.37,,1614970678,Port:2,0,1730983377,968750577,Enabled,0.379958,-0.0555655,-0.0127547,-0.923245,250.71,142.846,-1833.92,0.168362,3,OK,250.627,142.766,-1833.91,OK,290.978,174.107,-1839.76,OK,295.146,97.7736,-1835.09,,1614970678,Port:65535,0,1730983377,968750577,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970681,Port:1,0,1730983378,18750576,Enabled,0.378269,-0.0809592,-0.921698,-0.0288323,242.232,-84.6976,-1781.65,0.379573,4,OK,242.242,-84.7525,-1781.68,OK,218.851,-51.4462,-1810.98,OK,181.369,-75.1076,-1844.19,OK,206.395,-123.595,-1810.33,,1614970681,Port:2,0,1730983378,18750576,Enabled,0.380053,-0.0555851,-0.0125805,-0.923208,250.71,142.842,-1833.94,0.167626,3,OK,250.623,142.768,-1833.93,OK,290.971,174.111,-1839.77,OK,295.158,97.7765,-1835.14,,1614970681,Port:65535,0,1730983378,18750576,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970684,Port:1,0,1730983378,68750576,Enabled,0.378276,-0.0811989,-0.921679,-0.0286707,242.234,-84.6884,-1781.68,0.377066,4,OK,242.238,-84.7558,-1781.71,OK,218.853,-51.4394,-1811.03,OK,181.379,-75.1039,-1844.21,OK,206.39,-123.584,-1810.33,,1614970684,Port:2,0,1730983378,68750576,Enabled,0.38003,-0.0555413,-0.0122535,-0.923224,250.704,142.841,-1833.9,0.163325,3,OK,250.617,142.769,-1833.89,OK,290.966,174.103,-1839.72,OK,295.15,97.7758,-1835.13,,1614970684,Port:65535,0,1730983378,68750576,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970687,Port:1,0,1730983378,118750576,Enabled,0.378068,-0.0814242,-0.921749,-0.0285061,242.22,-84.6856,-1781.65,0.371246,4,OK,242.232,-84.7555,-1781.65,OK,218.862,-51.4407,-1811.04,OK,181.378,-75.1042,-1844.21,OK,206.382,-123.598,-1810.3,,1614970687,Port:2,0,1730983378,118750576,Enabled,0.38002,-0.0552775,-0.0127721,-0.923237,250.712,142.844,-1833.97,0.164653,3,OK,250.633,142.77,-1833.96,OK,290.973,174.109,-1839.78,OK,295.155,97.7764,-1835.12,,1614970687,Port:65535,0,1730983378,118750576,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970690,Port:1,0,1730983378,168750577,Enabled,0.378307,-0.0810826,-0.921673,-0.0287943,242.235,-84.7016,-1781.66,0.376986,4,OK,242.231,-84.758,-1781.68,OK,218.86,-51.4515,-1811.01,OK,181.37,-75.1025,-1844.17,OK,206.395,-123.6,-1810.34,,1614970690,Port:2,0,1730983378,168750577,Enabled,0.380053,-0.0547073,-0.0126805,-0.923258,250.703,142.841,-1833.95,0.160084,3,OK,250.632,142.773,-1833.94,OK,290.96,174.106,-1839.7,OK,295.15,97.7733,-1835.09,,1614970690,Port:65535,0,1730983378,168750577,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970693,Port:1,0,1730983378,218750577,Enabled,0.378204,-0.0808871,-0.921728,-0.0289235,242.226,-84.7048,-1781.68,0.385514,4,OK,242.234,-84.759,-1781.69,OK,218.855,-51.4404,-1811.01,OK,181.37,-75.1108,-1844.21,OK,206.395,-123.602,-1810.39,,1614970693,Port:2,0,1730983378,218750577,Enabled,0.380003,-0.0554885,-0.0129067,-0.923229,250.711,142.842,-1833.94,0.170012,3,OK,250.631,142.762,-1833.93,OK,290.974,174.111,-1839.77,OK,295.15,97.7713,-1835.09,,1614970693,Port:65535,0,1730983378,218750577,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970696,Port:1,0,1730983378,268750576,Enabled,0.378689,-0.0813894,-0.921495,-0.0285925,242.261,-84.6978,-1781.7,0.381816,4,OK,242.242,-84.7658,-1781.74,OK,218.86,-51.4433,-1811.04,OK,181.372,-75.1081,-1844.14,OK,206.381,-123.593,-1810.31,,1614970696,Port:2,0,1730983378,268750576,Enabled,0.380068,-0.0548395,-0.0127785,-0.923243,250.703,142.836,-1833.95,0.156617,3,OK,250.632,142.765,-1833.94,OK,290.96,174.098,-1839.71,OK,295.149,97.7792,-1835.08,,1614970696,Port:65535,0,1730983378,268750576,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970699,Port:1,0,1730983378,318750576,Enabled,0.378335,-0.0811087,-0.92166,-0.0287571,242.236,-84.6969,-1781.69,0.383337,4,OK,242.231,-84.7577,-1781.71,OK,218.858,-51.4442,-1811.04,OK,181.374,-75.1105,-1844.19,OK,206.391,-123.588,-1810.36,,1614970699,Port:2,0,1730983378,318750576,Enabled,0.379974,-0.0551369,-0.012932,-0.923262,250.701,142.843,-1833.94,0.164013,3,OK,250.622,142.768,-1833.93,OK,290.967,174.102,-1839.74,OK,295.14,97.772,-1835.07,,1614970699,Port:65535,0,1730983378,318750576,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614970702,Port:1,0,1730983378,368750572,Enabled,0.378299,-0.0813056,-0.92166,-0.0286807,242.234,-84.6994,-1781.68,0.375397,4,OK,242.239,-84.7698,-1781.75,OK,218.854,-51.4403,-1810.99,OK,181.377,-75.1034,-1844.24,OK,206.38,-123.596,-1810.3,,1614970702,Port:2,0,1730983378,368750572,Enabled,0.379986,-0.0556897,-0.0128441,-0.923225,250.712,142.847,-1833.95,0.169961,3,OK,250.63,142.768,-1833.94,OK,290.976,174.112,-1839.8,OK,295.151,97.7744,-1835.12,,1614970702,Port:65535,0,1730983378,368750572,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971305,Port:1,0,1730983388,418750575,Enabled,0.371168,-0.103039,-0.921911,0.0411946,244.594,-351.844,-1747.74,0.378071,4,OK,244.627,-351.893,-1747.67,OK,220.863,-323.55,-1781.69,OK,183.692,-352.23,-1810.96,OK,209.268,-394.957,-1770.44,,1614971305,Port:2,0,1730983388,418750575,Enabled,0.380857,-0.0814388,-0.0803229,-0.917532,250.327,-134.268,-1832.65,0.164805,3,OK,250.258,-134.317,-1832.63,OK,290.194,-103.654,-1842.84,OK,295.343,-178.48,-1827.22,,1614971305,Port:65535,0,1730983388,418750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971308,Port:1,0,1730983388,468750575,Enabled,0.37139,-0.103087,-0.921816,0.0411968,244.602,-351.854,-1747.76,0.374255,4,OK,244.625,-351.911,-1747.74,OK,220.858,-323.544,-1781.65,OK,183.681,-352.242,-1810.98,OK,209.257,-394.958,-1770.41,,1614971308,Port:2,0,1730983388,468750575,Enabled,0.380791,-0.0819153,-0.0799496,-0.917549,250.319,-134.273,-1832.62,0.161387,3,OK,250.242,-134.325,-1832.6,OK,290.189,-103.674,-1842.85,OK,295.33,-178.492,-1827.26,,1614971308,Port:65535,0,1730983388,468750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971311,Port:1,0,1730983388,518750575,Enabled,0.371452,-0.103004,-0.921806,0.0410739,244.595,-351.866,-1747.76,0.37486,4,OK,244.616,-351.92,-1747.73,OK,220.846,-323.555,-1781.66,OK,183.668,-352.233,-1810.96,OK,209.254,-394.962,-1770.44,,1614971311,Port:2,0,1730983388,518750575,Enabled,0.380863,-0.0811042,-0.0801889,-0.91757,250.318,-134.289,-1832.69,0.159603,3,OK,250.253,-134.338,-1832.68,OK,290.188,-103.677,-1842.85,OK,295.331,-178.499,-1827.27,,1614971311,Port:65535,0,1730983388,518750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971314,Port:1,0,1730983388,568750575,Enabled,0.371217,-0.102546,-0.921967,0.0407414,244.589,-351.88,-1747.8,0.383429,4,OK,244.63,-351.918,-1747.76,OK,220.854,-323.54,-1781.66,OK,183.685,-352.245,-1811.05,OK,209.271,-394.994,-1770.54,,1614971314,Port:2,0,1730983388,568750575,Enabled,0.380892,-0.0809974,-0.0800657,-0.917578,250.316,-134.283,-1832.68,0.158273,3,OK,250.25,-134.332,-1832.66,OK,290.186,-103.667,-1842.82,OK,295.33,-178.491,-1827.26,,1614971314,Port:65535,0,1730983388,568750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971317,Port:1,0,1730983388,618750575,Enabled,0.371454,-0.102633,-0.921858,0.040828,244.608,-351.862,-1747.78,0.386042,4,OK,244.634,-351.904,-1747.75,OK,220.86,-323.533,-1781.64,OK,183.678,-352.233,-1810.99,OK,209.276,-394.96,-1770.5,,1614971317,Port:2,0,1730983388,618750575,Enabled,0.380847,-0.0811824,-0.0801114,-0.917577,250.323,-134.268,-1832.65,0.160232,3,OK,250.254,-134.32,-1832.63,OK,290.197,-103.657,-1842.81,OK,295.334,-178.479,-1827.23,,1614971317,Port:65535,0,1730983388,618750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971320,Port:1,0,1730983388,668750575,Enabled,0.371455,-0.102522,-0.921875,0.0407056,244.598,-351.88,-1747.8,0.38621,4,OK,244.621,-351.914,-1747.78,OK,220.851,-323.548,-1781.65,OK,183.673,-352.238,-1811,OK,209.27,-394.976,-1770.54,,1614971320,Port:2,0,1730983388,668750575,Enabled,0.380921,-0.0809167,-0.0800772,-0.917572,250.318,-134.283,-1832.68,0.155359,3,OK,250.256,-134.328,-1832.67,OK,290.183,-103.666,-1842.82,OK,295.333,-178.487,-1827.26,,1614971320,Port:65535,0,1730983388,668750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971323,Port:1,0,1730983388,718750575,Enabled,0.371319,-0.102716,-0.921901,0.0408551,244.592,-351.872,-1747.78,0.385184,4,OK,244.616,-351.913,-1747.73,OK,220.857,-323.55,-1781.68,OK,183.677,-352.236,-1810.99,OK,209.267,-394.975,-1770.52,,1614971323,Port:2,0,1730983388,718750575,Enabled,0.380821,-0.0812595,-0.0802007,-0.917573,250.321,-134.279,-1832.67,0.159344,3,OK,250.249,-134.327,-1832.65,OK,290.194,-103.674,-1842.84,OK,295.333,-178.491,-1827.24,,1614971323,Port:65535,0,1730983388,718750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971326,Port:1,0,1730983388,768750575,Enabled,0.371239,-0.102795,-0.921921,0.0409434,244.593,-351.854,-1747.76,0.390813,4,OK,244.614,-351.891,-1747.68,OK,220.871,-323.542,-1781.69,OK,183.681,-352.225,-1810.95,OK,209.273,-394.961,-1770.51,,1614971326,Port:2,0,1730983388,768750575,Enabled,0.380934,-0.0809364,-0.0799662,-0.917575,250.317,-134.273,-1832.64,0.154854,3,OK,250.255,-134.315,-1832.63,OK,290.179,-103.657,-1842.78,OK,295.337,-178.481,-1827.23,,1614971326,Port:65535,0,1730983388,768750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971329,Port:1,0,1730983388,818750575,Enabled,0.371258,-0.102695,-0.921924,0.0409539,244.596,-351.858,-1747.78,0.381426,4,OK,244.627,-351.898,-1747.73,OK,220.858,-323.545,-1781.68,OK,183.686,-352.237,-1811,OK,209.279,-394.969,-1770.51,,1614971329,Port:2,0,1730983388,818750575,Enabled,0.380781,-0.0816351,-0.0806163,-0.91752,250.318,-134.263,-1832.64,0.167015,3,OK,250.251,-134.319,-1832.62,OK,290.19,-103.657,-1842.86,OK,295.325,-178.476,-1827.18,,1614971329,Port:65535,0,1730983388,818750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971332,Port:1,0,1730983388,868750575,Enabled,0.37145,-0.102671,-0.921854,0.0408363,244.611,-351.878,-1747.81,0.382978,4,OK,244.635,-351.918,-1747.76,OK,220.862,-323.554,-1781.7,OK,183.681,-352.234,-1811,OK,209.282,-394.985,-1770.54,,1614971332,Port:2,0,1730983388,868750575,Enabled,0.380801,-0.0812345,-0.0807593,-0.917534,250.315,-134.273,-1832.66,0.163723,3,OK,250.246,-134.324,-1832.65,OK,290.191,-103.668,-1842.85,OK,295.327,-178.48,-1827.17,,1614971332,Port:65535,0,1730983388,868750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971806,Port:1,0,1730983396,768750575,Enabled,0.381274,-0.0668077,-0.919133,-0.0732199,242.472,84.9724,-1782.95,0.397873,4,OK,242.467,84.9337,-1782.98,OK,219.394,120.974,-1809.06,OK,181.743,100.781,-1844.31,OK,206.352,49.2241,-1815.16,,1614971806,Port:2,0,1730983396,768750575,Enabled,0.378366,-0.0369838,0.0297122,-0.924439,252.838,316.324,-1814.26,0.153628,3,OK,252.769,316.265,-1814.25,OK,293.349,347.643,-1817.11,OK,296.92,271.186,-1819.5,,1614971806,Port:65535,0,1730983396,768750575,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971809,Port:1,0,1730983396,818750574,Enabled,0.381021,-0.0667956,-0.919245,-0.0731459,242.489,85.0032,-1782.9,0.391241,4,OK,242.493,84.9604,-1782.9,OK,219.426,121.001,-1809.04,OK,181.774,100.808,-1844.3,OK,206.394,49.2377,-1815.12,,1614971809,Port:2,0,1730983396,818750574,Enabled,0.378423,-0.0365707,0.0294743,-0.92444,252.865,316.342,-1814.27,0.151362,3,OK,252.804,316.284,-1814.26,OK,293.37,347.664,-1817.08,OK,296.954,271.208,-1819.46,,1614971809,Port:65535,0,1730983396,818750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971812,Port:1,0,1730983396,868750574,Enabled,0.381398,-0.0674555,-0.919082,-0.0726158,242.538,85.0173,-1782.95,0.38085,4,OK,242.517,84.9538,-1782.98,OK,219.462,121.002,-1809.13,OK,181.795,100.799,-1844.3,OK,206.407,49.235,-1815.06,,1614971812,Port:2,0,1730983396,868750574,Enabled,0.378437,-0.0371165,0.0294995,-0.924412,252.896,316.343,-1814.28,0.15881,3,OK,252.827,316.277,-1814.28,OK,293.405,347.676,-1817.15,OK,296.983,271.21,-1819.51,,1614971812,Port:65535,0,1730983396,868750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971815,Port:1,0,1730983396,918750574,Enabled,0.381294,-0.0668357,-0.919133,-0.0730906,242.49,84.9775,-1782.93,0.391665,4,OK,242.478,84.9321,-1782.95,OK,219.41,120.974,-1809.06,OK,181.752,100.777,-1844.28,OK,206.382,49.2124,-1815.13,,1614971815,Port:2,0,1730983396,918750574,Enabled,0.378375,-0.0365588,0.0294962,-0.92446,252.858,316.32,-1814.3,0.154264,3,OK,252.789,316.259,-1814.29,OK,293.373,347.64,-1817.11,OK,296.943,271.183,-1819.5,,1614971815,Port:65535,0,1730983396,918750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971818,Port:1,0,1730983396,968750574,Enabled,0.38135,-0.0667325,-0.919104,-0.0732628,242.465,84.9793,-1782.94,0.396195,4,OK,242.454,84.9427,-1782.99,OK,219.375,120.986,-1809.03,OK,181.737,100.794,-1844.29,OK,206.345,49.2212,-1815.13,,1614971818,Port:2,0,1730983396,968750574,Enabled,0.378406,-0.0363766,0.029464,-0.924455,252.829,316.327,-1814.31,0.152861,3,OK,252.772,316.263,-1814.3,OK,293.338,347.651,-1817.1,OK,296.913,271.193,-1819.49,,1614971818,Port:65535,0,1730983396,968750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971821,Port:1,0,1730983397,18750574,Enabled,0.381154,-0.0668164,-0.919188,-0.0731492,242.499,84.9979,-1782.93,0.391008,4,OK,242.496,84.9486,-1782.95,OK,219.422,121.003,-1809.06,OK,181.778,100.806,-1844.31,OK,206.397,49.2348,-1815.14,,1614971821,Port:2,0,1730983397,18750574,Enabled,0.378399,-0.0365744,0.0296456,-0.924445,252.872,316.344,-1814.29,0.15322,3,OK,252.807,316.282,-1814.29,OK,293.382,347.666,-1817.1,OK,296.957,271.21,-1819.51,,1614971821,Port:65535,0,1730983397,18750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971824,Port:1,0,1730983397,68750574,Enabled,0.381171,-0.0669988,-0.919179,-0.0730052,242.519,84.9857,-1782.92,0.383608,4,OK,242.512,84.9378,-1782.95,OK,219.447,120.979,-1809.06,OK,181.798,100.792,-1844.31,OK,206.413,49.2134,-1815.1,,1614971824,Port:2,0,1730983397,68750574,Enabled,0.378387,-0.0366648,0.0294842,-0.924451,252.889,316.329,-1814.27,0.153301,3,OK,252.824,316.265,-1814.27,OK,293.4,347.65,-1817.1,OK,296.972,271.194,-1819.48,,1614971824,Port:65535,0,1730983397,68750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971827,Port:1,0,1730983397,118750574,Enabled,0.380938,-0.0673441,-0.919265,-0.0728208,242.46,84.9891,-1782.93,0.380825,4,OK,242.47,84.9298,-1782.96,OK,219.408,120.985,-1809.09,OK,181.764,100.792,-1844.37,OK,206.348,49.2138,-1815.08,,1614971827,Port:2,0,1730983397,118750574,Enabled,0.378327,-0.0360063,0.0291125,-0.924513,252.843,316.329,-1814.34,0.152906,3,OK,252.786,316.268,-1814.33,OK,293.358,347.644,-1817.11,OK,296.924,271.182,-1819.47,,1614971827,Port:65535,0,1730983397,118750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971830,Port:1,0,1730983397,168750574,Enabled,0.381088,-0.067163,-0.919211,-0.0728827,242.462,85.0026,-1782.93,0.384454,4,OK,242.462,84.9471,-1782.92,OK,219.4,120.995,-1809.12,OK,181.744,100.802,-1844.31,OK,206.354,49.2275,-1815.12,,1614971830,Port:2,0,1730983397,168750574,Enabled,0.378396,-0.0362597,0.0294008,-0.924466,252.83,316.336,-1814.32,0.152769,3,OK,252.768,316.275,-1814.31,OK,293.34,347.657,-1817.1,OK,296.917,271.199,-1819.49,,1614971830,Port:65535,0,1730983397,168750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1614971833,Port:1,0,1730983397,218750574,Enabled,0.380892,-0.0671455,-0.919291,-0.0729157,242.485,84.9977,-1782.89,0.381916,4,OK,242.496,84.9424,-1782.9,OK,219.432,120.993,-1809.07,OK,181.787,100.802,-1844.33,OK,206.387,49.2207,-1815.09,,1614971833,Port:2,0,1730983397,218750574,Enabled,0.378437,-0.0369967,0.0297844,-0.924407,252.882,316.331,-1814.25,0.156852,3,OK,252.807,316.269,-1814.24,OK,293.393,347.66,-1817.1,OK,296.971,271.202,-1819.5,,1614971833,Port:65535,0,1730983397,218750574,Missing,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
